t,h,a,anomaly_label
22.29966513571599,78.32613543026588,0.0,NORMAL
29.969108693440973,67.59263161228836,0.03446289475277648,NORMAL
34.25319064882976,68.43911086418883,0.004742079385884154,NORMAL
24.242657480491538,14.745265370749925,0.7374877163628195,ANOMALY
23.750601494717447,72.94546132959917,1.0537809330985528,NORMAL
23.641799305382328,69.22392015960274,0.2435496125014598,NORMAL
33.444398061285,66.8309762328962,0.4299370186352794,NORMAL
38.22149265140271,55.049412867909965,0.36562019173291677,ANOMALY
23.629890062886027,52.7740293903813,0.46259562674213967,NORMAL
39.602694553073036,14.125829854235427,2.4021180662189288,ANOMALY
26.161609464061577,49.9961554049181,3.476500555382281,ANOMALY
33.19903213355011,79.17662072237505,0.45087483201153883,NORMAL
37.46091655582929,59.630729260543646,0.9417400101761404,ANOMALY
23.150136828794516,70.20861889992038,0.49697067316538013,NORMAL
34.1428424286985,70.64262467813384,0.0991899881972533,NORMAL
27.928510280587137,90.22324699836858,1.1912696131422607,ANOMALY
26.05644414019394,50.975082564307385,0.11666943219972474,NORMAL
29.04832149050834,77.87950010451974,0.0,NORMAL
21.638348295518227,79.62356577757559,0.009083363008186693,NORMAL
24.342508428319086,54.63901850811356,3.1510022538915106,ANOMALY
33.53105378361597,71.15174148811364,0.07940531639672746,NORMAL
34.51925126878625,75.99852638814124,0.010900119865101561,NORMAL
34.541023017842186,79.01957382810751,0.1279884240122346,NORMAL
23.20189388407291,55.67341319277188,0.004611196491326533,NORMAL
39.336724074368654,17.883587140698154,3.2450972331813674,ANOMALY
25.11133463895117,85.07266052258593,0.6035894686622654,ANOMALY
33.3045012827402,66.5783810718893,0.14959301066955286,NORMAL
43.13625207093745,16.126974499831082,4.011902284504579,ANOMALY
43.90922450416719,21.09001520858282,3.4566874743984437,ANOMALY
34.25722229396491,71.8575882159767,0.17998611011141186,NORMAL
24.382454371524204,72.76697056090123,0.022961013047638913,NORMAL
23.322974250785823,64.23278136943973,1.264061210744821,NORMAL
42.712872224374166,52.013019056418884,0.6230060890276896,ANOMALY
26.50287261310881,76.9260301511378,0.08741185992139824,NORMAL
39.3488345846969,61.14984040905672,0.2553909504698954,ANOMALY
43.35607224417226,67.1837923110854,0.6676705579948328,ANOMALY
30.75061347595035,95.38607469173057,0.8724568770534513,ANOMALY
36.0187059312656,69.32349958729554,0.46420510452087355,ANOMALY
24.924337355807726,65.98185607556755,0.13326673083738103,NORMAL
23.867143740828322,74.71584934467384,0.014955231040262262,NORMAL
42.995592824048245,40.61030013105204,0.7177583227401909,ANOMALY
23.753158545565988,67.37314729220466,0.03693764207769828,NORMAL
30.441022202234723,16.168103912404995,0.38999229337954555,ANOMALY
33.905508595232824,61.31491054366876,0.6987526170778432,NORMAL
23.815620630778053,67.50599856522203,0.1494140668514292,NORMAL
22.651426989238153,68.15513406943056,0.9598160439026396,NORMAL
30.73980157757318,48.00714818548998,1.155811076984666,NORMAL
24.238915226099596,74.50134975492126,0.09753933814882666,NORMAL
23.630813120835917,72.76363069590361,0.3978926718315575,NORMAL
31.41097651857811,51.29171213610614,2.3797619516288337,ANOMALY
33.01971132287271,78.10386880114828,0.8641429827527564,NORMAL
31.59732938246861,86.63358587491143,0.36397605636902736,ANOMALY
34.038202944400226,66.61613914945791,1.2598871660297248,NORMAL
28.483043422546398,67.77017361654383,0.5337143069237333,NORMAL
34.040358151022446,73.07263778198596,1.1146699917184895,ANOMALY
28.99656199682696,64.99173084500345,0.7771117847632181,NORMAL
23.393220124347526,10.008992594359068,0.7414372321286572,ANOMALY
29.825624902926737,19.656429249292323,0.32627549115123866,ANOMALY
25.4014282709436,56.37291441965347,0.027569639561031686,NORMAL
26.299866826923157,73.135831862722,0.21295663303357004,NORMAL
23.773618079262068,64.36620414204545,0.017874514726995194,NORMAL
34.21104184426943,59.197056391826266,1.124168993746546,NORMAL
26.951912855367617,59.71516905148415,0.025201710482617615,NORMAL
28.89152075444117,68.49549436655559,3.350584407902854e-05,NORMAL
31.56066469669559,89.64396963118215,0.6290204927134369,ANOMALY
25.76245534488982,68.14514399104897,0.1262810686344558,NORMAL
25.120988339368022,66.4388109857305,0.10232922384675758,NORMAL
34.44845647461367,66.45981100942237,0.8455862197154709,ANOMALY
29.169831482304453,73.06101525605753,0.7894597919078576,NORMAL
24.236203863501803,61.98609114296351,1.1680819751860287,NORMAL
25.153487304517377,53.597220970163995,0.03968565300486418,NORMAL
42.69981613713722,48.566009850114966,1.0741252311710172,ANOMALY
