vehicle_id,temperature,humidity,accel_magnitude,label,anomaly_type,anomaly_reason
Transport-1,13.453706654263483,57.782260442028004,1.7488393614238944,NORMAL,,
Transport-2,25.53315343752827,40.10620049968637,0.5370904457937093,NORMAL,,
Transport-3,18.07224062844839,31.591006728911434,1.6031406925832035,NORMAL,,
Transport-4,18.951350953699297,51.993456691064,2.1013142024686706,NORMAL,,
Transport-5,11.906753265118548,41.46156108174285,1.3298865220814287,NORMAL,,
Transport-1,18.867651819033277,42.96750556608642,1.6918510970217424,NORMAL,,
Transport-2,35.39319641469345,45.014311214886135,2.7766511377465055,NORMAL,,
Transport-3,22.77796745876064,58.74940500521755,0.9291601954670017,NORMAL,,
Transport-4,12.018652991299568,58.02921124508052,2.0382712153220175,NORMAL,,
Transport-5,21.40317931430218,55.922070076564346,2.225732264430767,NORMAL,,
Transport-1,19.716158869257292,41.50069158882528,1.6844770895850485,NORMAL,,
Transport-2,18.57273436674072,38.11524765271186,2.080042369359262,NORMAL,,
Transport-3,15.945931603743789,34.5110747267004,2.2777251528679177,NORMAL,,
Transport-4,24.72246637360641,30.806036126423702,2.4120573941420878,NORMAL,,
Transport-5,21.58271758218453,36.960212147252555,2.3586507985506104,NORMAL,,
Transport-1,25.843663758843398,36.292742554303764,2.208761526395705,NORMAL,,
Transport-2,15.92864360106438,40.24353940124576,1.0809109246660589,NORMAL,,
Transport-3,23.259695936977742,36.38201886373655,1.4813092216293628,NORMAL,,
Transport-4,11.986000202932338,42.74215883201886,1.7390046233076994,NORMAL,,
Transport-5,16.255635833869906,50.81092161822798,1.2154302122329648,NORMAL,,
Transport-1,35.90217106076366,57.81556895290768,2.0416031000075634,NORMAL,,
Transport-2,16.71338172363159,53.06501112251479,0.8829059368658969,NORMAL,,
Transport-3,-5.847055805625061,47.714320422007354,1.2519194704963217,NORMAL,,
Transport-4,14.727403058415145,53.82711974537011,1.1414516446399634,NORMAL,,
Transport-5,11.83861235684905,39.53291199933082,1.2485371459588697,NORMAL,,
Transport-1,38.5978311966764,52.92200840568136,1.922951869621738,NORMAL,,
Transport-2,24.19218437082182,54.952858419470815,0.6384136397080769,NORMAL,,
Transport-3,-6.8964870043190025,42.97842273578839,1.3174933317731061,NORMAL,,
Transport-4,2.2554547813530164,46.65207163929253,1.3529407862555365,NORMAL,,
Transport-5,-13.47402963786325,48.199029062300504,1.3137461877352472,NORMAL,,
Transport-1,12.229672451148854,40.72684065440117,0.9818654778670286,NORMAL,,
Transport-2,14.272468110644898,59.412254911984235,1.233302852581617,NORMAL,,
Transport-3,-12.372823200264655,46.12562406412491,0.6961272671782154,NORMAL,,
Transport-4,23.76957194464628,32.13241473006822,1.1344033740477624,NORMAL,,
Transport-5,16.87836167921175,31.545181513151093,1.5087147941047445,NORMAL,,
Transport-1,14.398566595427223,36.762482021976986,1.985233015990035,NORMAL,,
Transport-2,30.215581284448845,39.64881766276636,2.236869853212588,NORMAL,,
Transport-3,21.66654193142052,62.97761643181034,1.2823350534833367,NORMAL,,
Transport-4,11.255405507338082,47.194127043107045,0.6022007506305764,NORMAL,,
Transport-5,23.244299101796727,31.946170175836997,0.5049189309983153,NORMAL,,
Transport-1,28.915729792044775,30.155319570599765,2.4876039538168095,NORMAL,,
Transport-2,16.93774523843441,51.834896634045656,1.996696853266419,NORMAL,,
Transport-3,11.655663274334326,41.83350775988829,1.9224347272904272,NORMAL,,
Transport-4,15.460693330811296,31.33236679595744,0.5684939585403419,NORMAL,,
Transport-5,20.85703123079341,42.559039842127696,0.9565652409957657,NORMAL,,
Transport-1,10.462330385493924,51.03300363525973,0.8090440952489654,NORMAL,,
Transport-2,21.983026358588347,59.93019492070917,1.9219880649198247,NORMAL,,
Transport-3,18.900438678013494,38.189290211796454,1.5614368620936203,NORMAL,,
Transport-4,19.99398521064539,40.766984791067784,1.1592622076469608,NORMAL,,
